"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD"
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-01-06",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-01-07",,,"0.02",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-01-08",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-01-09",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-01-10",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-01-11",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-01-12",,,"0.32","6.1",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-01-15",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-01-16",,,"0.02",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-01-17",,,"0.02",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-01-18",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-01-19",,,"0.38",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-01-20",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-01-21",,,"0.07","0.5",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-01-22",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-01-23",,,"0.32",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-01-24",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-01-25",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-01-29","    4","0.03",,,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-01-30",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-01-31",,,"0.02","0.2",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-02-01",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-02-02",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-02-03",,,"0.00",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-02-04",,,"0.00",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-02-05",,,"0.00",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-02-07","    2","1.95",,,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-02-11","    4","0.13",,,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-02-12",,,"0.22",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-02-13",,,"0.00",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-02-14",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-02-15",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-02-16",,,"0.15","1.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-02-17",,,"0.00",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-02-19","    2","0.00",,,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-02-20",,,"0.18","0.5",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-02-21",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-02-22",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-02-23",,,"0.00",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-02-24",,,"0.00",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-02-25",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-02-26",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-02-27",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-03-01","    2","0.04",,,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-03-02",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-03-04","    2","0.56",,,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-03-05",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-03-06",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-03-07",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-03-08",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-03-10","    2","0.37",,,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-03-11",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-03-12",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-03-13",,,"0.16",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-03-14",,,"0.14",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-03-16","    3","0.00",,,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-03-17",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-03-18",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-03-19",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-03-20",,,"0.00",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-03-21",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-03-22",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-03-23",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-03-25","    2","0.24",,,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-03-26",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-03-27",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-03-28",,,"0.01",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-03-29",,,"0.63",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-03-30",,,"0.73",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-03-31",,,"0.86",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-04-01",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-04-02",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-04-03",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-04-05",,,"0.25",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-04-06",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-04-07",,,"0.02",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-04-08",,,"0.02",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-04-09",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-04-10",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-04-11",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-04-12",,,"0.12",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-04-13",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-04-14",,,"1.12",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-04-15",,,"0.08",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-04-16",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-04-17",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-04-18",,,"0.55",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-04-19",,,"0.32",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-04-22","    3","0.00",,,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-04-23",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-04-24",,,"0.36",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-04-25",,,"0.12",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-04-26",,,"0.17",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-04-27",,,"0.02",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-04-28",,,"0.06",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-04-29",,,"0.00",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-04-30",,,"0.06",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-05-01",,,"2.24",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-05-02",,,"0.17",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-05-03",,,"0.96",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-05-04",,,"0.25",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-05-05",,,"0.00",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-05-06",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-05-07",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-05-08",,,"0.56",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-05-09",,,"0.12",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-05-10",,,"0.04",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-05-19","    9","0.64",,,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-05-20",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-05-21",,,"0.57",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-05-22",,,"0.89",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-05-23",,,"0.38",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-05-24",,,"0.00",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-05-25",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-05-26",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-05-27",,,"0.34",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-05-28",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-05-29",,,"0.43",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-05-30",,,"0.08",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-05-31",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-06-01",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-06-02",,,"2.22",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-06-03",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-06-04",,,"0.00",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-06-05",,,"0.02",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-06-06",,,"0.43",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-06-07",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-06-10","    3","0.00",,,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-06-11",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-06-12",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-06-13",,,"0.20",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-06-14",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-06-15",,,"0.05",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-06-17",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-06-18",,,"0.06",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-06-19",,,"0.00",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-06-20",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-06-21",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-06-22",,,"1.69",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-06-23",,,"0.20",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-06-24",,,"0.04",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-06-25",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-06-26",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-06-27",,,"0.03",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-06-28",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-06-29",,,"0.06",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-06-30",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-07-01",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-07-02",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-07-03",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-07-04",,,"0.26",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-07-06","    2","0.70",,,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-07-07",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-07-08",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-07-09",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-07-10",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-07-11",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-07-12",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-07-13",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-07-14",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-07-15",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-07-16",,,"0.34",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-07-17",,,"0.03",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-07-18",,,"1.30",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-07-23","    5","3.17",,,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-07-24",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-07-25",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-07-26",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-07-27",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-07-28",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-07-29",,,"0.14",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-07-30",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-07-31",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-08-02","    2","0.00",,,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-08-03",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-08-04",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-08-05",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-08-06",,,"0.13",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-08-07",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-08-08",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-08-09",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-08-10",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-08-11",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-08-12",,,"5.83",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-08-13",,,"0.40",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-08-14",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-08-15",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-08-16",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-08-17",,,"0.05",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-08-18",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-08-19",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-08-20",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-08-21",,,"0.07",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-08-22",,,"0.03",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-08-23",,,"0.93",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-08-24",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-08-25",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-08-26",,,"0.62",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-08-27",,,"1.62",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-08-28",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-08-29",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-08-30",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-09-02","    3","0.85",,,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-09-03",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-09-04",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-09-05",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-09-06",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-09-07",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-09-09","    2","0.54",,,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-09-10",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-09-18","    8","0.00",,,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-09-19",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-09-20",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-09-21",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-09-22",,,"0.02",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-09-23",,,"0.18",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-09-24",,,"0.00",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-09-26","    2","0.06",,,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-09-27",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-09-28",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-09-30","    2","0.09",,,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-10-01",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-10-02",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-10-03",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-10-04",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-10-05",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-10-06",,,"0.03",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-10-08","    2","0.03",,,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-10-09",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-10-13","    4","0.81",,,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-10-14",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-10-15",,,"0.00",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-10-16",,,"0.00",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-10-17",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-10-18",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-10-19",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-10-20",,,"0.00",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-10-21",,,"0.05",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-10-22",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-10-23",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-10-24",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-10-25",,,"0.03",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-10-27","    2","1.48",,,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-10-28",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-10-29",,,"0.02",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-10-31","    2","1.51","0.02",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-11-01",,,"0.00",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-11-02",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-11-03",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-11-04",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-11-05",,,"0.08",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-11-06",,,"0.00",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-11-07",,,"0.00",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-11-08",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-11-09",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-11-10",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-11-11",,,"0.01",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-11-15","    4","0.48",,,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-11-16",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-11-18","    2","0.02",,,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-11-19",,,"0.02",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-11-20",,,"0.02",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-11-21",,,"0.02",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-11-22",,,"0.04",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-11-23",,,"0.16",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-11-24",,,"0.02",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-11-25",,,"0.00",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-11-26",,,"0.00",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-11-27",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-11-30","    3","0.77",,,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-12-02",,,"0.04",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-12-03",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-12-04",,,"0.00",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-12-05",,,"0.00",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-12-06",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-12-07",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-12-08",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-12-09",,,"0.01",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-12-10",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-12-11",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-12-13",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-12-14",,,"0.07",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-12-15",,,"0.01",,
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-12-17","    2","0.70",,,"3.5"
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-12-18",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-12-19",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-12-20",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-12-21",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-12-22",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-12-23",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2019-12-29",,,,"0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2020-01-01","    2","0.66",,"0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2020-01-02",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2020-01-03",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2020-01-05",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2020-01-06",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2020-01-07",,,"0.00","0.0",
"US1MOSL0055","FLORISSANT 2.5 NE, MO US","2020-01-08",,,"0.00","0.0",
